Unnamed: 0,Barking and Dagenham,Barnet,Bexley,Brent,Bromley,Camden,City,City of Westminster,Croydon,Ealing,Enfield,Greenwich,Hackney,Hammersmith and Fulham,Haringey,Harrow,Havering,Hillingdon,Hounslow,Islington,Kensington and Chelsea,Kingston,Lambeth,Lewisham,Merton,Newham,Redbridge,Richmond,Southwark,Sutton,Tower Hamlets,Waltham Forest,Wandsworth
Car - Diesel,6.3996814151711,18.4100789517299,10.9958368320484,9.8470390921167,15.9968859557195,4.19738689097527,0.49545765673289,5.11875354463789,13.8589910115153,13.347456874777,16.444371531075,10.9608369318874,4.08892230683996,4.68511533937158,6.01448041262637,8.69910596115531,14.9831437480319,19.3766490524545,14.1122798588965,2.82235947304547,3.9106527149079,8.27473587686952,5.77796397361496,6.59379190526535,7.20529056499891,8.15685329345389,12.6886818102262,8.04655970194395,5.19846864553117,6.98627467080607,6.10427895617685,8.27700332375311,7.52245964689745
Car - Electric,0.0338557401489378,0.10817275854953,0.0592030386633944,0.062861625945205,0.0871158637826854,0.0396506523807526,0.00832765421398638,0.0554838747043307,0.0753138188972285,0.0831619856088208,0.0910293405143655,0.0772768465669983,0.0363802532095477,0.0421810178440093,0.0540164723793368,0.0455102578927629,0.0796528715278623,0.104415507586458,0.0849011078743981,0.026543663966556,0.0342851736801922,0.0455266490410309,0.0466658692651218,0.0472585821486172,0.0386810689771507,0.0684488989335726,0.0759615002665122,0.0470570660995078,0.0479064265914508,0.0366061789441785,0.0558609124339437,0.0624231200196799,0.0477173190076919
Car - Petrol,6.0378127185856,17.4037691563572,10.5711249139543,9.29203020047789,15.4778241049429,3.64999415576013,0.364190559763818,4.51884771653053,13.3633001819925,12.8668271680736,14.9501760013637,10.5437993175777,3.73575553109322,4.34847164138456,5.55957276605791,8.09683382781812,13.46317004951,18.0548060676464,13.8500734502096,2.50451485865375,3.53847540216188,8.11615861210126,5.43230054381945,6.13987535330297,6.87824085844454,7.6508887600211,12.3251429082983,7.84043371572993,4.75459937809716,6.4963939150684,5.72699712183362,7.90622442526227,7.10341257419429
HGV - Articulated,1.04083671415994,1.79021239826604,1.27525417359444,1.11419170905718,0.975496282402893,0.300230567366928,0.0438832831957074,0.399065211565293,1.08149185588492,1.50000513117263,4.14771464578106,1.10124105138028,0.353969914682204,0.367554824154682,0.349971800254076,0.48387936016711,4.20881923240832,2.7584133879053,1.56010689708273,0.235722610209689,0.301916888432692,0.564104990560775,0.574782644130358,0.592822451239373,0.63710104525661,1.09821245312882,1.34705526801608,0.579281183510789,0.384612553186477,0.308286826333942,0.793334749341552,0.720576934029149,0.775903031391384
HGV - Rigid,2.28848039970337,4.22970475940386,2.8713615654665,3.04368955770579,2.59430213690937,1.64348746747793,0.484912928999597,2.17067614753555,2.79393272597493,4.11300117230764,4.11491312982356,3.41488203833953,1.59846309117996,1.59373359192703,1.72374226229446,1.19535771579063,3.93043627728826,4.61338713686051,3.61898350754275,1.10311450875701,1.31916974543542,1.32287963032521,2.13322431729253,2.09699795998719,1.72298951768988,3.66459015469624,3.18356818503288,1.57001753157728,1.81513012945666,1.07410027374071,3.35013856738507,2.28470720543233,2.32576151637491
LGV - Diesel,3.95065922042908,10.8134583414308,6.30891082939583,5.95756629152111,8.16719632003887,3.70651634890733,0.875498317219973,5.37145055664843,7.62075234964379,8.49946144399932,10.0882444588298,7.17375825477908,3.55482928445482,3.05872141376406,3.99854115491181,3.80719909791379,8.70864967785409,9.85240139530296,7.61649122993497,2.90598895412959,3.19868791217959,4.19381958472242,4.76458052763173,4.32230907187249,4.02053916539783,5.49649923478655,6.83961508593476,4.01042122926414,4.75805249629829,3.15720824454963,5.45928992356035,5.19737418873569,5.30429259491492
LGV - Electric,0.00615789426027847,0.022705103860297,0.00989016829790339,0.0161468493730842,0.0130650403313454,0.0229606665387556,0.0114595063938643,0.0401203635461606,0.0122121884989642,0.022305415090214,0.0167476837011629,0.0237869865518157,0.0181587282124246,0.0157438977458979,0.0208682788318281,0.00585963820836521,0.0125629115277492,0.0151101336794315,0.0156068365481405,0.0178310500943689,0.0161103799125345,0.00688577023968701,0.0229177962315276,0.0148969137028954,0.00636203237485817,0.0246494041964396,0.014864136554799,0.00812032046198414,0.0283849511480639,0.00497624669797395,0.0284583293937366,0.019446645527653,0.0139576194866828
LGV - Petrol,0.0252483711499679,0.0722651531049492,0.0406405615338393,0.043841083068911,0.0532448304701813,0.0331740373269261,0.0089857926298869,0.0507946648460331,0.0495973304717119,0.0624217505307376,0.0729304351759952,0.0567822757726476,0.0321102434181641,0.0281019316990122,0.037126117099409,0.0238836298519119,0.060936371871297,0.066283292020383,0.0523201931689375,0.0263572861417614,0.0287365582874279,0.028224140483518,0.0401744485765341,0.0339657898234974,0.0258782203131014,0.0483215740047294,0.048479402287203,0.0277967780180285,0.0432200341111711,0.0202029682470535,0.0502414113465863,0.0427989906497788,0.0384565905092328
Motorcycle,0.160139210976551,0.523968583864319,0.270910825746757,0.320069430837601,0.357336611239198,0.353025328546194,0.154634363606636,0.681208244670905,0.315978448591636,0.424168859676732,0.372177303667105,0.439309785102956,0.263169049817691,0.291428665482963,0.335410164646722,0.176774816441107,0.312354976699642,0.416457292112093,0.398873879219438,0.238393145951153,0.279262675565269,0.205048036988414,0.354133976708765,0.278614434369505,0.165930557632436,0.45061793177893,0.357350226857134,0.205944533635987,0.385690835104202,0.143744601761877,0.425680668242113,0.352084721944222,0.280912971929772
Non-TfL Bus / Coach,0.654250393954229,1.89919549979508,1.06644525373641,1.07345481664749,1.22447804103905,0.897751763221476,0.420054656550848,2.01818631237561,1.1083913341063,1.44474841583304,1.33984720196407,1.38255229398672,0.84700066156451,0.868681863445906,0.77358699833345,0.652149780866933,1.12823690006617,2.08848250947795,1.84997699743842,0.640282482037136,0.927490876526234,0.595783519858508,1.23894268262355,0.972158535911534,0.810455252904644,0.882734024907575,1.02700681173022,0.827761378812263,1.16847481071514,0.583996848761764,0.926253912458352,0.784430920397161,0.996796210093033
