Vehicle Type,Mean pm2.5
Car - Diesel,10.773152707334347
Car - Electric,0.024724139334792658
Car - Petrol,9.18368911823324
HGV - Articulated,1.2947975178188107
HGV - Rigid,2.8531736653347135
LGV - Diesel,7.147529094212258
LGV - Electric,0.007311878940163324
LGV - Petrol,0.058713844079633176
Motorcycle,0.3474959032774091
Non-TfL Bus / Coach,1.3945540485968324
Taxi,1.205313464314457
TfL Bus,2.0145324695945837
