Vehicle Type,Mean pm2.5
Car - Diesel,11.723864764490237
Car - Electric,0.00468360728344277
Car - Petrol,9.589701267201924
HGV - Articulated,1.5091010061703252
HGV - Rigid,3.1608957210999438
LGV - Diesel,8.327379749238938
LGV - Electric,0.0021946699930794414
LGV - Petrol,0.08299852509496145
Motorcycle,0.42178589606969497
Non-TfL Bus / Coach,1.5803882387164643
Taxi,1.3435090924193753
TfL Bus,2.0381174679562424
